nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AFP,PD-L1,first_line,later_line,biomarker_selected
NCT07493044,"An Open-Label, Phase I Clinical Trial of Super CAR-T With GPC3-Positive Advanced Hepatocellular Carcinoma",PHASE1,Phase 1,RECRUITING,15,"Guangzhou FineImmune Biotechnology Co., LTD.",Guangzhou FineImmune Biotechnology,5,1,0,single_arm,1,super car-t,super car-t,GPC3,CAR-T,GPC3,1,1,0,0,0,0,0
NCT07494435,Phase 2 Study of WGI-0301 Plus Nivolumab in Patients With HCC and RCC,PHASE2,Phase 2,NOT_YET_RECRUITING,230,"Zhejiang Haichang Biotech Co., Ltd.",Zhejiang Haichang Biotech,4,1,0,multi_experimental,6,nivolumab (;wgi-0301,nivolumab (;wgi-0301,AKT1,Small Molecule,biomarker,0,1,0,0,1,1,0
NCT07495579,Lenvatinib or Regorafenib for Advanced Hepatocellular Carcinoma After Immunotherapy (REVIVE),PHASE2,Phase 2,NOT_YET_RECRUITING,146,Asan Medical Center,Asan Medical Center,44,0,0,multi_experimental,3,,lenvatinib;regorafenib,VEGF/VEGFR,Small Molecule,PD-L1,0,1,0,0,1,0,0
NCT07500220,Dual-Target GPC3/B7-H3 CAR-NK Cells for Advanced HCC,PHASE1;PHASE2,Phase 2,RECRUITING,30,Beijing Biotech,Beijing Biotech,30,1,0,single_arm,1,cyclophosphamide;eb-g3b7-nk dual-target car-nk cells;fludarabine,cyclophosphamide;eb-g3b7-nk dual-target car-nk cells;fludarabine,GPC3,Cell Therapy,GPC3,1,1,0,0,0,0,0
NCT07511504,"Y-90 Radioembolization, Durvalumab, Tremelimumab, and Zanzalintinib for the Treatment of Unresectable and Locally-Advanced Hepatocellular Carcinoma",PHASE2,Phase 2,NOT_YET_RECRUITING,40,OHSU Knight Cancer Institute,OHSU Knight Cancer Institute,48,0,0,single_arm,1,angiogram;biopsy procedure;biospecimen collection;computed tomography;durvalumab;magnetic resonance imaging;single photon emission computed tomography;tremelimumab;yttrium-90 microsphere radioembolization;zanzalintinib,angiogram;biopsy procedure;biospecimen collection;computed tomography;durvalumab;magnetic resonance imaging;single photon emission computed tomography;tremelimumab;yttrium-90 microsphere radioembolization;zanzalintinib,PD-L1,Monoclonal Antibody,EGFR;MET;PD-L1;biomarker;biomarker analysis,1,1,0,1,0,1,1
NCT07514429,Regorafenib After Failure of Lenvatinib in Patients With Unresectable HCC: The RELEVANT-HCC Trial,PHASE2,Phase 2,NOT_YET_RECRUITING,24,Ju Hyun Shim,Ju Hyun Shim,2,0,0,single_arm,1,regorafenib (bay 73-4506),regorafenib (bay 73-4506),VEGF/VEGFR,Small Molecule,KRAS,0,1,0,0,0,0,0
NCT07514455,Regorafenib After Treatment Failure of First Line Immune Checkpoint Inhibitor Treatment in Advanced Hepatocellular Carcinoma Patients,PHASE2,Phase 2,NOT_YET_RECRUITING,20,Ju Hyun Shim,Ju Hyun Shim,2,0,0,single_arm,1,regorafenib (bay 73-4506),regorafenib (bay 73-4506),VEGF/VEGFR,Small Molecule,KRAS,0,1,0,0,1,0,0
NCT07521852,"A Phase IIa, Single-arm, Open-label Clinical Study to Evaluate the Efficacy, Safety and PK of CVM-1118 in Combination With Sintilimab and TACE in Participants With Incurable/Non-metastatic HCC",PHASE2,Phase 2,RECRUITING,40,"TaiRx, Inc.",TaiRx,8,1,0,single_arm,1,cvm-1118 + sintilimab + tace,cvm-1118 + sintilimab + tace,PD-1,Monoclonal Antibody,PD-L1,1,1,0,1,0,1,1
NCT07522476,A Clinical Study to Evaluate the Efficacy and Safety of VG2025 in Intrahepatic Cholangiocarcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,30,Virogin Biotech Ltd.,Virogin Biotech,2,1,0,single_arm,1,vg2025,vg2025,,Oncolytic Virus,,1,1,0,0,0,0,0
NCT07540832,A Study of WGI-0301 Plus Lenvatinib in Patients With Advanced HCC,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,80,"Zhejiang Haichang Biotech Co., Ltd.",Zhejiang Haichang Biotech,4,1,0,active_comparator,3,lenvatinb,lenvatinb;wgi-0301,AKT1,Small Molecule,PD-L1;biomarker,0,1,0,1,1,1,1
NCT07543783,Efficacy and Safety of Low-dose Bevacizumab Plus Adebrelimab Combined With Transarterial Chemoembolization Followed by Hepatic Arterial Infusion Chemotherapy (TACE-HAIC) as First-line Treatment for Unresectable Hepatocellular Carcinoma: A Single-arm Phase 2 Trial,PHASE2,Phase 2,NOT_YET_RECRUITING,38,"Third Affiliated Hospital, Sun Yat-Sen University","Third Affiliated Hospital, Sun Yat-Sen University",2,0,0,single_arm,1,adebrelimab;folfox);hepatic arterial infusion chemotherapy (haic;low-dose bevacizumab;transarterial chemoembolization (tace),adebrelimab;folfox);hepatic arterial infusion chemotherapy (haic;low-dose bevacizumab;transarterial chemoembolization (tace),PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,1,0
NCT07547553,A Phase Ib/II Trial to Evaluate the Efficacy and Safety of HH-009 for the Treatment of FGF19-positive Advanced or Unresectable HCC,PHASE1;PHASE2,Phase 2,RECRUITING,30,Huahui Health,Huahui Health,3,1,0,multi_experimental,2,q3w;will receive hh-009 injection,q3w;will receive hh-009 injection,FGF19,Monoclonal Antibody,FGF19;biomarker,1,1,0,0,0,0,0
NCT07551778,Allogeneic NK Cell Therapy Combined With Standard Maintenance Treatment in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,42,"BOE Technology Group Co., Ltd.",BOE Technology,2,1,0,multi_experimental,5,nk cells,nk cells;nk cells + cetuximab/bevacizumab + capecitabine as first-line maintenance therapy;nk cells + pd-(l)1 inhibitor + capecitabine or s-1 as first-line maintenance therapy;nk cells + pd-(l)1 inhibitor + pemetrexed as first-line maintenance therapy;nk cells + pd-(l)1 inhibitor + vegf inhibitor as first-line maintenance therapy,VEGF/VEGFR,Cell Therapy,ALK;BRAF;HER2;KRAS;PR;ROS1,1,1,0,0,1,0,0
NCT07558200,Phase Ia/Ib Study of FXB0871 Monotherapy in Locally Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,138,Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.,Shanghai Fosun Pharmaceutical Industrial Development,14,1,0,multi_experimental,4,,intervention1：fxb0871;intervention2：fxb0871;intervention3：fxb0871;intervention4：fxb0871,,Cell Therapy,,1,1,0,0,0,0,0
NCT07559474,A Study to Assess the Safety and Pharmacokinetics of INCB123667 When Administered Orally to Adult Participants With Moderate or Severe Hepatic Impairment,PHASE1,Phase 1,RECRUITING,16,Incyte Corporation,Incyte,162,1,0,multi_experimental,2,incb123667,incb123667,CCNE1,Small Molecule,Cyclin E1,0,1,0,0,0,0,0
NCT07582315,A Study Comparing BL-B01D1 With Treatment of Physician's Choice in Patients With Locally Advanced or Metastatic Biliary Tract Cancer After Failure of Platinum-based Chemotherapy(PANKU-BTC01),PHASE3,Phase 3,RECRUITING,538,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,active_comparator,2,calcium levofolinate;capecitabine;fluorouracil;irinotecan hydrochloride;irinotecan hydrochloride liposome;oxaliplatin,bl-b01d1,EGFR,ADC,,1,1,0,0,0,0,0
NCT07583316,"A Phase 1 First-in-Human Study of CRPA1A2, a MAGE-A1/HLA-A*02:01 Bispecific T-Cell Engager, in Patients With Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,192,"Corregene Biotechnology Co., Ltd",Corregene Biotechnology,4,1,0,multi_experimental,3,crpa1a2,crpa1a2,MAGE-A1,Bispecific Antibody,HLA-A*02:01;MAGE-A1;MET,1,1,0,0,0,0,0
NCT07589244,"A Study of VRT106, Combined With Camrelizumab, and Apatinib for Advanced HCC",PHASE2;PHASE3,Phase 3,RECRUITING,66,"Guangzhou Virotech Pharmaceutical Co., Ltd.",Guangzhou Virotech Pharmaceutical,6,1,0,active_comparator,3,investigator's choice of standard of care,vrt106;vrt106 in combination with camrelizumab and apatinib,,Oncolytic Virus,,1,1,0,0,0,0,0
NCT07594964,"To Evaluate the Safety, Tolerability, and Preliminary Efficacy of XH001 Injection as Adjuvant Therapy in Patients With High-risk Recurrent Solid Tumors",PHASE1,Phase 1,RECRUITING,48,Shenzhen Xinhe Biomedical,Shenzhen Xinhe Biomedical,1,1,0,single_arm,1,mfolfirinox treatment;xh001 injection,mfolfirinox treatment;xh001 injection,,Vaccine,,1,1,0,0,0,0,0
NCT07595237,A IIT Study of 177Lu-DOTA-SNA040,EARLY_PHASE1,Phase 1,RECRUITING,12,SmartNuclide Biopharma,SmartNuclide Biopharma,8,1,0,multi_experimental,4,177lu-dota-sna040,177lu-dota-sna040,CLDN18.2,Radiopharmaceutical,Claudin 18.2,0,1,0,0,1,0,0
NCT07606599,A Study of BL-M07D1 Versus Physician's Choice of Chemotherapy in Patients With HER2-expressing Locally Advanced or Metastatic Biliary Tract Cancer After Platinum-containing Chemotherapy Failure,PHASE3,Phase 3,RECRUITING,398,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,active_comparator,2,calcium levofolinate;capecitabine tablets;fluorouracil;irinotecan hydrochloride;irinotecan hydrochloride liposome;oxaliplatin,bl-m07d1,HER2,ADC,HER2,1,1,0,0,0,1,0
NCT07610798,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of INV-8989 in Patients With Advanced Solid Tumors Harboring KRAS G12D Mutations",PHASE1;PHASE2,Phase 2,RECRUITING,178,"Shenzhen Ionova Life Sciences Co., Ltd.",Shenzhen Ionova Life Sciences,4,1,0,multi_experimental,14,inv-8989,inv-8989,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0
NCT07620574,Long-Term Extension Study for Participants Previously Enrolled in an Exelixis-Sponsored Study,PHASE3,Phase 3,ENROLLING_BY_INVITATION,5000,Exelixis,Exelixis,52,1,1,single_arm,1,abiraterone;atezolizumab;cabozantinib;enzalutamide;nivolumab;zanzalintinib,abiraterone;atezolizumab;cabozantinib;enzalutamide;nivolumab;zanzalintinib,MET,Small Molecule,MET;PD-L1,0,1,0,0,0,0,0
NCT07623369,A First-in-Human Study of HH160 in Participants With Advanced or Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,299,Huahui Health,Huahui Health,3,1,0,multi_experimental,3,hh160,hh160,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0
NCT07623642,"A Phase II Study of GV20-0251 in Combination With Anti-PD-1 Monoclonal Antibodies in Patients With Unresectable, Locally Advanced, or Metastatic Solid Tumors.",PHASE2,Phase 2,NOT_YET_RECRUITING,227,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,anti-pd-1 monoclonal antibodies;gv20-0251,anti-pd-1 monoclonal antibodies;gv20-0251,IGSF8,Monoclonal Antibody,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,1,1,0,1
NCT07635290,Anlotinib+Cadonilimab+PULSAR in Advanced Biliary Tract Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,26,West China Hospital,West China Hospital,11,0,0,single_arm,1,anlotinib + cadonilimab;pulsar,anlotinib + cadonilimab;pulsar,,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT07636785,A Phase 1 and 2 Study of VMD-102 in Hepatocellular Carcinoma and Other Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,111,"VM Discovery, Inc.",VM Discovery,1,1,0,single_arm,1,vmd-102,vmd-102,,,biomarker,0,1,0,0,0,1,0
NCT07641036,Dual-Target HER2/CEA CAR-NK Cells in Advanced Biliary Tract Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,30,Beijing Biotech,Beijing Biotech,30,1,0,single_arm,1,cyclophosphamide;eb-hc01 dual-target carnk cells;fludarabine,cyclophosphamide;eb-hc01 dual-target carnk cells;fludarabine,HER2,Cell Therapy,HER2;biomarker;biomarker-selected,1,1,0,0,0,1,0
NCT07657416,NK521 in the Treatment of Advanced Solid Tumors,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,18,"Base Therapeutics (Shanghai) Co., Ltd.",Base Therapeutics (Shanghai),8,1,0,multi_experimental,2,nk521 cell injection,nk521 cell injection,,Cell Therapy,,1,1,0,0,0,1,0
NCT07663487,A Study Evaluating the Safety and Efficacy of Selective Internal Radiation Therapy (SIRT) Using SIR-Spheres® Y-90 Resin Microspheres to Bridge or Downstage Patients With Hepatocellular Carcinoma (HCC) to Liver Transplant or Resection and Elicit Pathologic Necrosis.,PHASE2,Phase 2,NOT_YET_RECRUITING,78,Sirtex Medical,Sirtex Medical,9,1,0,single_arm,1,device: sir-spheres selectively delivered to liver tumor,device: sir-spheres selectively delivered to liver tumor,,,,0,1,1,0,1,1,1
NCT07682272,A Trial of SHR-8068 Combined With Adebrelimab and Apatinib in Perioperative Treatment of Resectable Hepatocellular Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,120,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,active_comparator,2,adebrelimab injection;apatinib mesylate tablets,adebrelimab injection;apatinib mesylate tablets;shr-8068 injection,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT07691762,"A Study of TACE in Combination With SHR-8068, Adebrelimab, and Bevacizumab Versus TACE in Participants With Incurable Hepatocellular Carcinoma",PHASE3,Phase 3,NOT_YET_RECRUITING,690,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,active_comparator,3,shr-8068 placebo+ adebrelimab placebo+ bevacizumab placebo,shr-8068 placebo +adebrelimab+ bevacizumab;shr-8068+ adebrelimab+ bevacizumab,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT07701122,Sacituzumab Tirumotecan in Previously Treated TROP2-Positive Advanced Biliary Tract Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,33,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",29,0,0,single_arm,1,sacituzumab tirumotecan (skb264),sacituzumab tirumotecan (skb264),TROP2,ADC,TROP2,1,1,0,0,0,1,0
NCT07709299,Safety and Feasibility of CIK Cell Therapy in HCC After Tumor Resection,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,6,Royan Institute,Royan Institute,1,0,0,single_arm,1,autologous cytokine-induced killer (cik) cells,autologous cytokine-induced killer (cik) cells,,,,0,1,0,0,0,0,0
NCT07710885,Futibatinib (TAS-120) in Patients With Advanced Biliary Tract Cancer,PHASE3,Phase 3,RECRUITING,784,"Taiho Pharmaceutical Co., Ltd.",Taiho,86,1,0,active_comparator,2,cisplatin;durvalumab;gemcitabine;pembrolizumab,cisplatin;futibatinib;gemcitabine;zimberelimab,FGFR2,Small Molecule,FGFR2;PD-L1;biomarker;biomarker analysis,0,1,0,1,0,0,1
NCT07713290,A Phase 1b Study of GKL-006 Injection in Patients With Unresectable Hepatocellular Carcinoma,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,6,"Beijing Gene Key Life Technology Co., Ltd",Beijing Gene Key Life Technology,4,1,0,single_arm,1,gkl-006 injection;transarterial chemoembolization (tace),gkl-006 injection;transarterial chemoembolization (tace),,Cell Therapy,,1,1,0,0,0,0,0
NCT07723534,Zolbetuximab With mFOLFOX6 or CAPOX in Claudin 18.2 Overexpressed Advanced or Metastatic Biliary Tract Cancers,PHASE2,Phase 2,NOT_YET_RECRUITING,32,Midhun Malla,Midhun Malla,1,0,1,single_arm,1,CAPOX;FOLFOX;zolbetuximab,CAPOX;FOLFOX;zolbetuximab,CLDN18.2,Monoclonal Antibody,CLDN18.2;HER2;PD-L1,1,1,0,0,0,0,0
NCT07738939,IKS04 Regimen in Advanced Solid Tumors That Express CA242,PHASE1,Phase 1,NOT_YET_RECRUITING,120,Iksuda Therapeutics Ltd.,Iksuda Therapeutics,3,1,0,multi_experimental,5,iks04 antibody drug conjugate adc + isumab04 monoclonal antibody,iks04 antibody drug conjugate adc + isumab04 monoclonal antibody,,ADC,,1,1,0,0,0,0,0
NCT07761286,Evaluate the Safety and Efficacy of Combination Therapy With SYS6090 Injection for Hepatocellular Carcinoma,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,288,"CSPC Megalith Biopharmaceutical Co.,Ltd.",CSPC Megalith Biopharmaceutical,29,1,0,multi_experimental,3,,bevacizumab injection + sintilimab injection;sys6090 injection + bevacizumab injection;sys6090 injection +sys6043 injection +bevacizumab injection,VEGF/VEGFR,Monoclonal Antibody,,1,1,0,0,0,1,0
NCT07766187,Combination Therapy Using Durvalumab and Histotripsy for Treatment of Intrahepatic Cholangiocarcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,12,"University of Wisconsin, Madison","University of Wisconsin, Madison",61,0,0,single_arm,1,biopsy;device: histotripsy;durvalumab,biopsy;device: histotripsy;durvalumab,PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,1,0,0
NCT07776080,"Iparomlimab and Tuvonralimab With Lenvatinib, Radiotherapy, and HAIC for Hepatocellular Carcinoma With Portal Vein Tumor Thrombus",PHASE2,Phase 2,RECRUITING,35,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",29,0,0,single_arm,1,hepatic arterial infusion chemotherapy (haic);iparomlimab and tuvonralimab (ql1706);lenvatinib;radiotherapy,hepatic arterial infusion chemotherapy (haic);iparomlimab and tuvonralimab (ql1706);lenvatinib;radiotherapy,LAG-3,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT07780838,Alternating Chemo-immunotherapy and FGFR Inhibitor for FGFR-positive Biliary or Cholangiocarcinoma,PHASE2,Phase 2,RECRUITING,29,Ohio State University Comprehensive Cancer Center,Ohio State University Comprehensive Cancer Center,35,0,0,single_arm,1,biospecimen collection;cisplatin;computed tomography;durvalumab;gemcitabine;magnetic resonance imaging;pemigatinib;survey administration,biospecimen collection;cisplatin;computed tomography;durvalumab;gemcitabine;magnetic resonance imaging;pemigatinib;survey administration,PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0
NCT07781852,Evaluation of the Distribution of 64Cu/68Ga Labeled CM500 in Healthy Volunteers and Patients With Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,40,Lumina Pharmaceuticals Inc,Lumina Pharmaceuticals,1,1,0,active_comparator,4,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,,Peptide,,0,1,0,0,0,0,0
NCT07793253,Phase 2 Study of Daraxonrasib in Recurrent KRAS-Mutant Biliary Tract Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,55,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,0,single_arm,1,daraxonrasib,daraxonrasib,KRAS,Small Molecule,KRAS,0,1,0,0,0,0,0
NCT07807956,"A Study to Assess Adverse Events, Change in Disease Activity and How Intravenous ABBV-253 Moves Through the Body in Adult Participants With Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,130,AbbVie,AbbVie,274,1,1,multi_experimental,4,abbv-253,abbv-253,,,,0,1,0,0,0,0,0
NCT07812805,SKL35501 With SKL35502 Imaging in Adults With NTSR1 Positive Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,100,"SK Life Science, Inc.",SK Life Science,2,1,0,multi_experimental,2,diagnostic test: skl35502;skl35501,diagnostic test: skl35502;skl35501,,Small Molecule,MSI;MSI-H;dMMR,0,1,0,0,0,1,0
NCT07813572,ZG005 Plus Bevacizumab vs Sintilimab Plus Bevacizumab as First-Line Therapy for Advanced Hepatocellular,PHASE3,Phase 3,NOT_YET_RECRUITING,600,"Suzhou Zelgen Biopharmaceuticals Co.,Ltd",Suzhou Zelgen Biopharmaceuticals,49,1,0,active_comparator,2,bevacizumab;sintilimab,bevacizumab ( avastin);zg005 for injection,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
