nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AFP,PD-L1,first_line,later_line,biomarker_selected
NCT05948475,Study of Tinengotinib VS. Physician's Choice a Treatment of Subjects With FGFR-altered in Cholangiocarcinoma,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,200,"TransThera Sciences (Nanjing), Inc.",TransThera Sciences (Nanjing),11,1,0,active_comparator,3,physician's choice,tinengotinib,EGFR,Small Molecule,,0,1,0,0,0,0,0
NCT05970666,"Single Arm, Prospective, Multicenter Clinical Study of TACE With Adebrelimab and Bevacizumab for Unresectable Hepatocellular Carcinoma",PHASE2,Phase 2,RECRUITING,71,The First Affiliated Hospital of Xiamen University,The First Affiliated Hospital of Xiamen University,2,0,0,single_arm,1,tace with adebrelimab and bevacizumab,tace with adebrelimab and bevacizumab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,1,0,0,1
NCT05976568,A Study of QL1706 in Combination With Bevacizumab and/or Chemotherapy as First-line Treatment in Patients With Advanced Hepatocellular Carcinoma,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,668,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,active_comparator,4,bevacizumab;sintilimab,bevacizumab;capecitabine;oxaliplatin;ql1706,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT05987358,A Clinical Study of TQB3454 Tablets in the Treatment of Advanced Biliary Carcinoma.,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,165,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",Chia Tai Tianqing Pharmaceutical,213,1,0,placebo_comparator,2,tqb3454 tablets matching placebo,tqb3454 tablets,IDH1,Small Molecule,IDH1,0,1,0,0,0,0,0
NCT05989724,A First-in-Human Study of SON-DP in Participants With Relapsed/Refractory Intolerant to Standard of Care Therapies for Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,UNKNOWN,150,Qurgen Inc.,Qurgen,2,1,0,multi_experimental,15,son-dp,son-dp,,,MET,0,1,0,0,0,0,0
NCT06005740,"A Phase 1, First in Human Study of TORL-4-500 in Patients With Advanced Cancer",PHASE1,Phase 1,RECRUITING,70,"TORL Biotherapeutics, LLC",TORL Biotherapeutics,8,1,0,multi_experimental,2,torl-4-500,torl-4-500,DLK1,ADC,,1,1,0,0,0,0,0
NCT06010862,Clinical Study of CEA-targeted CAR-T Therapy for CEA-positive Advanced/Metastatic Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,36,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cea car-t cells,cea car-t cells,CEA,CAR-T,CEA,1,1,0,0,0,1,0
NCT06027086,DRP-104 (Glutamine Antagonist) in Combination With Durvalumab in Patients With Advanced Stage Fibrolamellar Carcinoma (FLC),PHASE1;PHASE2,Phase 2,RECRUITING,27,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,0,single_arm,1,drp-104;durvalumab,drp-104;durvalumab,PD-L1,Monoclonal Antibody,EGFR;PD-L1,1,1,0,1,0,0,1
NCT06040099,A US Study to Evaluate Transarterial Radioembolization (TARE) in Combination With Durvalumab and Bevacizumab Therapy in People With Unresectable Hepatocellular Carcinoma Amenable to TARE,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,58,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,bevacizumab;durvalumab;transarterial radioembolization (tare),bevacizumab;durvalumab;transarterial radioembolization (tare),PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,0,1,0
NCT06043466,A Clinical Trial Targeting CEA Chimeric Antigen Receptor T (CAR-T) for CEA Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,30,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,single_arm,1,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,ALK;BRAF;CEA;MET;NTRK;PD-L1;RET;ROS1,1,1,0,1,1,1,1
NCT06045975,Durvalumab/Tremelimumab in Neoadjuvant and Adjuvant Setting in Patients With HCC Treated by by Percutaneous Ablation Procedure,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,30,Assistance Publique - Hôpitaux de Paris,Assistance Publique - Hôpitaux de Paris,34,0,1,single_arm,1,durvalumab/tremelimumab in neoadjuvant and durvalumab in adjuvant setting,durvalumab/tremelimumab in neoadjuvant and durvalumab in adjuvant setting,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,1,0,1,1
NCT06048133,"Study of Gemcitabine, Cisplatin, AB680 and AB122 During First Line Treatment of Advanced Biliary Tract Cancers (QUIC)",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,33,Nataliya Uboha,Nataliya Uboha,2,0,1,single_arm,1,cisplatin;gemcitabine;quemliclustat;zimberelimab,cisplatin;gemcitabine;quemliclustat;zimberelimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06084481,Study to Assess Adverse Events and Change in Disease Activity in Adult Participants With Select Advanced Solid Tumor Indications Receiving Intravenous (IV) ABBV-400,PHASE1,Phase 1,RECRUITING,325,AbbVie,AbbVie,274,1,1,multi_experimental,10,abbv-400,abbv-400;bevacizumab;itraconazole (itz),HER2,,HER2,0,1,0,0,0,0,0
NCT06084884,A Phase I/II Study to Evaluate AZD5851 in GPC3+ Advanced/Recurrent Hepatocellular Carcinoma,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,94,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,azd5851,azd5851,GPC3,CAR-T,GPC3,1,1,0,0,0,0,0
NCT06096779,"A Study Evaluating Atezolizumab, With or Without Bevacizumab, in Participants With Unresectable Hepatocellular Carcinoma and Child-pugh B7 and B8 Cirrhosis",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,30,"Genentech, Inc.",Roche/Genentech,922,1,1,multi_experimental,2,atezolizumab,atezolizumab;bevacizumab,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;TMB,1,1,0,0,0,0,0
NCT06109272,"A Study to Assess the Dose, Adverse Events, and Change in Disease Activity of Livmoniplimab as an Intravenous (IV) Solution in Combination With Budigalimab as an IV Solution in Adult Participants With Hepatocellular Carcinoma (HCC)",PHASE2;PHASE3,Phase 3,RECRUITING,660,AbbVie,AbbVie,274,1,1,active_comparator,6,atezolizumab;bevacizumab;durvalumab;tremelimumab,budigalimab;livmoniplimab,PD-1,Monoclonal Antibody,MET;PD-L1,1,1,0,0,0,0,0
NCT06109779,Rilvegostomig + Chemotherapy as Adjuvant Therapy for Biliary Tract Cancer After Resection (ARTEMIDE-Biliary01),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,760,AstraZeneca,AstraZeneca,780,1,1,placebo_comparator,2,capecitabine;gemcitabine/cisplatin;s-1 [tegafur/oteracil/gimeracil],capecitabine;gemcitabine/cisplatin;rilvegostomig;s-1 [tegafur/oteracil/gimeracil],TS,Small Molecule,,0,1,0,0,0,0,0
NCT06126406,Clinical Study of CEA Targeting Chimeric Antigen Receptor T Lymphocytes（CAR-T） for CEA Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,60,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,CEA,1,1,0,0,0,1,0
NCT06130280,A Study of Single Fraction Stereotactic Body Radiation Therapy (SBRT) Guided by Magnetic Resonance Imaging (MRI) in People With Liver Metastasis From Colorectal Cancer,PHASE2,Phase 2,RECRUITING,32,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,single_arm,1,mr guided single fraction stereotactic body radiation therapy (sbrt),mr guided single fraction stereotactic body radiation therapy (sbrt),,,MET,0,1,0,0,0,0,0
NCT06138769,Lenvatinib After Progression on Atezolizumab-bevacizumab in Hepatocellular Carcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,50,Asan Medical Center,Asan Medical Center,44,0,0,single_arm,1,lenvatinib,lenvatinib,VEGF/VEGFR,Small Molecule,PD-L1,0,1,0,0,1,1,0
NCT06160752,Safety and Anti-Tumor Activity of TYRA-200 in Advanced Cholangiocarcinoma With Activating FGFR2 Gene Alterations,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,40,"Tyra Biosciences, Inc",Tyra Biosciences,5,1,0,single_arm,1,phase 1 part a - dose escalation tyra-200 taken once daily by mouth in 28-day cycles;phase 1 part b - dose expansion tyra-200 taken once daily by mouth in 28-day cycles,phase 1 part a - dose escalation tyra-200 taken once daily by mouth in 28-day cycles;phase 1 part b - dose expansion tyra-200 taken once daily by mouth in 28-day cycles,FGFR,Small Molecule,FGFR2;companion diagnostic,0,1,0,0,0,0,0
NCT06173726,"Investigator-initiated Phase I Exploratory Clinical Study of the Safety, Tolerability, and Efficacy of BST02 Injection in the Treatment of Locally Advanced/Metastatic Liver Cancer",EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,6,BioSyngen Pte Ltd,BioSyngen Pte,8,1,0,single_arm,1,bst02 injection,bst02 injection,,Cell Therapy,PD-L1,1,1,0,1,1,1,1
NCT06185556,COLDFIRE-III Trial: Efficacy of Irreversible Electroporation and Stereotactic Body Radiotherapy for Perivascular and Peribiliary Colorectal Liver Metastases,PHASE2;PHASE3,Phase 3,RECRUITING,78,"Amsterdam UMC, location VUmc","Amsterdam UMC, location VUmc",17,0,0,active_comparator,2,irreversible electroporation;stereotactic body radiotherapy,,,,,0,1,0,0,0,0,0
NCT06187961,"HAIC, Lenvatinib, and Cadonilimab as Conversion Therapy for Initially Unresectable Hepatocellular Carcinoma",PHASE2,Phase 2,RECRUITING,36,Tongji Hospital,Tongji Hospital,7,0,0,single_arm,1,cadonilimab;hepatic arterial infusion chemotherapy (haic-folfox);lenvatinib,cadonilimab;hepatic arterial infusion chemotherapy (haic-folfox);lenvatinib,VEGF/VEGFR,Small Molecule,MET;PD-L1;biomarker,0,1,0,1,0,0,1
NCT06205706,BI-1910 as a Single Agent and in Combination With Pembrolizumab for the Treatment of Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,35,BioInvent International AB,BioInvent International,10,1,1,multi_experimental,4,bi-1910,bi-1910;pembrolizumab,TNFR2,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,1
NCT06208462,Neoadjuvant Therapy of HAIC（GEMOX） Combined With Adebrelimab and Lenvatinib for Resectable Intrahepatic Cholangiocarcinoma With High-risk Recurrence Factors,PHASE2,Phase 2,RECRUITING,33,The First Affiliated Hospital with Nanjing Medical University,The First Affiliated Hospital with Nanjing Medical University,30,0,0,single_arm,1,adebrelimab;gemcitabine;lenvatinib;oxaliplatin,adebrelimab;gemcitabine;lenvatinib;oxaliplatin,PD-1,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,1
NCT06219941,AZD0901 in Participants With Advanced Solid Tumours Expressing Claudin18.2,PHASE2,Phase 2,RECRUITING,226,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,3,azd0901,azd0901;fluorouracil;gemcitabine;irinotecan;l-leucovorin;leucovorin;nanoliposomal irinotecan,CLDN18.2,ADC,CLDN18.2;HER2,1,1,0,0,0,0,0
NCT06239155,A Phase I/II Study of AST-3424 in Subjects With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,51,"Ascentawits Pharmaceuticals, Ltd",Ascentawits Pharmaceuticals,2,1,0,multi_experimental,2,ast-3424,ast-3424,AKR1C3,Small Molecule,AKR1C3;PR,0,1,0,0,0,1,0
NCT06239194,Dose Escalation and Dose Expansion Study of MDX2001 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,285,"ModeX Therapeutics, An OPKO Health Company","ModeX Therapeutics, An OPKO Health",3,1,0,multi_experimental,4,mdx2001,mdx2001,CD3,Bispecific Antibody,MET;TROP2,1,1,0,0,0,0,0
NCT06239532,HAIC Sequential TAE Combined With Tislelizumab and Surufatinib in Unresectable Intrahepatic Cholangiocarcinoma,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,28,Qilu Hospital of Shandong University,Qilu Hospital of Shandong University,5,0,1,single_arm,1,haic+tae;surufatinib;tislelizumab,haic+tae;surufatinib;tislelizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,1
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0
NCT06258525,SAMe in Prevention of Oxaliplatin-associated Liver Injury,PHASE2,Phase 2,NOT_YET_RECRUITING,30,Cedars-Sinai Medical Center,Cedars-Sinai Medical Center,11,0,0,single_arm,1,dietary supplement: s-adenosylmethionine (same) supplement;standard of care oxaliplatin-based;surgery,dietary supplement: s-adenosylmethionine (same) supplement;standard of care oxaliplatin-based;surgery,,,,0,1,0,0,0,0,0
NCT06282575,Efficacy and Safety of Zanidatamab With Standard-of-care Therapy Against Standard-of-care Therapy for Advanced HER2-positive Biliary Tract Cancer,PHASE3,Phase 3,RECRUITING,286,Jazz Pharmaceuticals,Jazz Pharmaceuticals,59,1,0,active_comparator,2,cisplatin;durvalumab;gemcitabine;pembrolizumab,cisplatin;durvalumab;gemcitabine;pembrolizumab;zanidatamab,HER2,Bispecific Antibody,HER2,1,1,0,0,0,0,0
NCT06293898,Open Label Study to Evaluate BL-M07D1 in HER2 Expressing Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,280,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,3,bl-m07d1,bl-m07d1,HER2,ADC,HER2;MET;PD-L1,1,1,0,1,0,1,1
NCT06294548,A Study of Valemetostat Tosylate (DS-3201b) With Atezolizumab and Bevacizumab in HCC,PHASE1;PHASE2,Phase 2,RECRUITING,45,University of Alabama at Birmingham,University of Alabama at Birmingham,65,0,1,multi_experimental,2,atezolizumab;bevacizumab;valemetostat,atezolizumab;bevacizumab;valemetostat,PD-L1,Monoclonal Antibody,CMMRD;MSI-H;TMB,1,1,0,0,0,1,0
NCT06300463,Platform Study of Immunotherapy Combinations in Colorectal Cancer Liver Metastases,PHASE2,Phase 2,RECRUITING,24,Weill Medical College of Cornell University,Weill Medical College of Cornell University,90,0,0,multi_experimental,3,balstilimab;botensilimab,agen1423;balstilimab;botensilimab;radiation,PD-1,Monoclonal Antibody,MSI;MSI-H;PD-L1;dMMR,1,1,0,1,0,0,1
NCT06302621,Pemigatinib + Afatinib in Advanced Refractory Solid Tumors,PHASE1,Phase 1,RECRUITING,70,Massachusetts General Hospital,Massachusetts General Hospital,170,0,1,multi_experimental,3,afatinib;pemigatinib,afatinib;pemigatinib,EGFR,Small Molecule,ErbB pathway deregulation;MET,0,1,0,0,0,0,0
NCT06309485,Phase 2 Study of WGI-0301 for Advanced HCC,PHASE2,Phase 2,RECRUITING,60,"Zhejiang Haichang Biotech Co., Ltd.",Zhejiang Haichang Biotech,4,1,0,active_comparator,3,bid continuously;sorafenib,bid;bid continuously;qw;sorafenib;wgi-0301 at mtd/rp2d -1 dose iv infusion;wgi-0301 at mtd/rp2d dose iv infusion,PD-1,mRNA,PD-L1;biomarker,0,1,0,1,1,1,1
NCT06326502,A Safety and Efficacy Study of Multiple Tyrosine Kinase Inhibitor Drug (ETN101) in Advanced Hepatocellular Carcinoma,PHASE1,Phase 1,RECRUITING,50,Etnova Therapeutics Corp.,Etnova Therapeutics,1,1,0,single_arm,1,etn101,etn101,EGFR,Small Molecule,,0,1,0,0,0,1,0
NCT06349980,"A Study to Explore the Reasonable Dosage and Evaluate the Efficacy, Safety and Tolerability of HLX10 and HLX04 with or Without HLX53 in Untreated, Locally Advanced or Metastatic Hepatocellular Carcinoma Patients.",PHASE2,Phase 2,RECRUITING,117,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,placebo_comparator,3,hlx04;hlx10,hlx04;hlx10;hlx53 (,TIGIT,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,1
NCT06360354,"A Study Evaluating Anvumetostat in Combination With Other Therapies in Participants With Advanced Gastrointestinal, Biliary Tract, or Pancreatic Cancers With Homozygous Methylthioadenosine Phosphorylase (MTAP)-Deletion (MTAPESTRY 103)",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,120,Amgen,Amgen,323,1,1,multi_experimental,4,anvumetostat,anvumetostat;gemcitabine;modified folfirinox;nab-paclitaxel;rmc-6236,KRAS,Small Molecule,KRAS;RAS,0,1,0,0,0,0,0
NCT06362369,A Study of Oral 7HP349 (Alintegimod) in Combination With Ipilimumab Followed by Nivolumab Monotherapy,PHASE1;PHASE2,Phase 2,RECRUITING,126,"7 Hills Pharma, LLC",7 Hills Pharma,2,1,0,single_arm,1,alintegimod;ipilimumab;nivolumab,alintegimod;ipilimumab;nivolumab,CTLA-4,Monoclonal Antibody,ALK;MMR;MSI;MSI-H;PD-L1;genomic,1,1,0,1,0,1,1
NCT06364787,Allogeneic Gamma-delta T Cells Combined With Targeted Therapy and Immunotherapy in a Phase 1 Clinical Trial for First-line Treatment of Hepatocellular Carcinoma,PHASE1,Phase 1,NOT_YET_RECRUITING,18,Beijing 302 Hospital,Beijing 302 Hospital,4,0,0,active_comparator,2,pd-1 monoclonal antibody;targeted drugs,pd-1 monoclonal antibody;targeted drugs;γδ t cells,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06364800,Allogeneic Gamma-delta T Cells Combined With Targeted Therapy and Immunotherapy in a Phase 1 Clinical Trial of Hepatocellular Carcinoma Resistant to PD-1 Monoclonal Antibody,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,18,Beijing 302 Hospital,Beijing 302 Hospital,4,0,0,active_comparator,2,pd-1 monoclonal antibody;targeted drugs,pd-1 monoclonal antibody;targeted drugs;γδ t cells,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06371157,A Study of AK104+Lenvatinib in Combination With Transarterial Chemoembolization (TACE) Versus TACE in Participants With Incurable/Non-metastatic Hepatocellular Carcinoma,PHASE3,Phase 3,RECRUITING,469,Akeso,Akeso,103,1,0,placebo_comparator,3,placebo for ak104;placebo for lenvatinib;tace,ak104;lenvatinib;tace,PD-1,Bispecific Antibody,PD-L1,1,1,0,0,0,0,0
NCT06374485,Study of AU409 Capsule in Advanced Hepatocellular Carcinoma Patients Who Failed Standard Treatment,PHASE1,Phase 1,RECRUITING,18,Lee's Pharmaceutical Limited,Lee's Pharmaceutical,21,1,0,multi_experimental,3,au409,au409,TATA-box,Small Molecule,,0,1,0,0,0,1,0
NCT06399757,A Study to Investigate APL-5125 in Adults With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,Apollo Therapeutics Ltd,Apollo Therapeutics,2,1,0,multi_experimental,2,apl-5125,apl-5125,,,KRAS,0,1,0,0,0,0,0
NCT06400160,Clinical Trial of TB511 in Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,12,"Twinpig Biolab, Inc.",Twinpig Biolab,1,1,0,multi_experimental,2,tb511,tb511,CD18,Peptide,MSI;MSI-H;PD-L1;biomarker,0,1,0,1,0,1,1
NCT06413745,Phase II Clinical Study of SHR-A1811 in Patients With HER2 Expression / Amplification of Locally Advanced Unresectable or Recurrent Metastatic Biliary Tract Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,59,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,single_arm,1,shr-a1811,shr-a1811,HER2,ADC,HER2,1,1,0,0,0,0,0
NCT06427941,"A Phase 1/2 Study of BGB-B2033, Alone or in Combination With Tislelizumab With or Without Bevacizumab, in Participants With Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,630,BeOne Medicines,BeiGene/BeOne,149,1,0,multi_experimental,7,bgb-b2033,bevacizumab;bgb-b2033;tislelizumab,4-1BB/GPC3,Bispecific Antibody,GPC3,1,1,1,0,0,1,1
NCT06428409,A Clinical Study of MK-2870 Alone or With Other Treatments to Treat Gastrointestinal Cancers (MK-9999-02A),PHASE1;PHASE2,Phase 2,RECRUITING,220,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,multi_experimental,3,rescue medication;sacituzumab tirumotecan;supportive care measures,cisplatin;fluorouracil (5-fu);leucovorin (lv) or levoleucovorin;pembrolizumab;rescue medication;sacituzumab tirumotecan;supportive care measures,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06431490,A Study of TQB2102 for Injection in the Treatment of HER2-positive Biliary Tract Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,102,"Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical Co., Ltd.",Chia Tai Tianqing Pharmaceutical Group Nanjing Shunxin Pharmaceutical,36,1,0,single_arm,1,tqb2102 for injection,tqb2102 for injection,HER2,Monoclonal Antibody,HER2,1,1,0,0,0,0,0
NCT06440005,"A Study to Evaluate Safety, Tolerability and Preliminary Activity of AGX101 in Participants With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,80,"Angiex, Inc.",Angiex,1,1,0,multi_experimental,2,agx101,agx101,TM4SF1,ADC,,1,1,0,0,0,1,0
NCT06440993,Durvalumab + Intraductal Radiofrequency Ablation (ID-RFA) in Extrahepatic Cholangiocarcinoma,PHASE2,Phase 2,RECRUITING,42,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,28,0,1,single_arm,1,cisplatin;durvalumab;gemcitabine;id-rfa,cisplatin;durvalumab;gemcitabine;id-rfa,PD-L1,Monoclonal Antibody,EGFR;PD-L1,1,1,0,1,0,0,1
NCT06441747,Phase II Study of the Combination of Durvalumab (MEDI4736) (PDL1 Inhibitor) and Olaparib (PARP Inhibitor) in Advanced Cholangiocarcinoma After Initial Chemotherapy and Durvalumab (BIL-PPP),PHASE2,Phase 2,RECRUITING,40,Australasian Gastro-Intestinal Trials Group,Australasian Gastro-Intestinal Trials Group,2,0,1,single_arm,1,durvalumab;olaparib,durvalumab;olaparib,PD-L1,Monoclonal Antibody,EGFR,1,1,0,0,0,0,0
NCT06451497,"This is a Phase 1 Trial of ZM008, an Anti-LLT1 Antibody, Used as Single Agent Followed by Combination Treatment With Toripalimab in Patients With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,100,Zumutor Biologics Inc.,Zumutor Biologics,1,1,0,single_arm,1,zm008,zm008,LLT1,Monoclonal Antibody,,1,1,0,0,0,1,0
NCT06461624,Clinical Trial of Autologous GPC3 CAR-T Cells (CBG166) Therapy for Advanced Hepatocellular Carcinoma,PHASE1,Phase 1,RECRUITING,15,Zhejiang University,Zhejiang University,58,0,0,single_arm,1,anti-gpc3 car-t,anti-gpc3 car-t,GPC3,CAR-T,GPC3;PD-L1,1,1,0,1,0,0,1
NCT06465563,"SHR-8068 in Combination With Adebrelimab, Bevacizumab, and Platinum-Based Chemotherapy as First-line Treatment in Patients With Advanced Biliary Tract Cancer",PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,93,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,multi_experimental,3,adebrelimab;cisplatin;gemcitabine,adebrelimab;bevacizumab injection;cisplatin;gemcitabine;shr-8068,CTLA-4,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT06467357,Phase 3 Study of T-DXd and Rilvegostomig Versus SoC in Advanced HER2-expressing Biliary Tract Cancer,PHASE3,Phase 3,RECRUITING,620,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,cisplatin;durvalumab;gemcitabine,rilvegostomig;trastuzumab deruxtecan,PD-L1,Monoclonal Antibody,EGFR;HER2;PD-L1,1,1,0,1,1,0,1
NCT06478693,"A Study of MT-303 in Adults With Advanced or Metastatic GPC3-Expressing Cancers, Including HCC",PHASE1,Phase 1,RECRUITING,70,Myeloid Therapeutics,Myeloid Therapeutics,4,1,0,multi_experimental,2,,mt-303;mt-303 +atezolizumab + bevacizumab,GPC3,mRNA,GPC3,0,1,0,0,0,0,0
NCT06478719,To Evaluate Safety and Efficacy of FB-1603 in Hepatocellular Carcinoma Patient Receiving Transarterial Chemoembolization,PHASE1;PHASE2,Phase 2,RECRUITING,120,Febico Biomedical Corp.,Febico Biomedical,1,1,0,placebo_comparator,3,,fb-1603,,,,0,0,0,0,0,0,0
NCT06487559,A Study to Assess the Adverse Events and How Intravenously Infused Livmoniplimab in Combination With Budigalimab Moves Through the Bodies of Adult Chinese Participants With Locally Advanced or Metastatic Hepatocellular Carcinoma (HCC),PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,3,AbbVie,AbbVie,274,1,1,multi_experimental,2,budigalimab;livmoniplimab,budigalimab;livmoniplimab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06490107,Durvalumab Combined With S-1 as Adjuvant Therapy of Resectable BTC,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,40,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Cancer Institute and Hospital, Chinese Academy of Medical Sciences",24,0,1,single_arm,1,durvalumab combined with s-1,durvalumab combined with s-1,PD-L1,Monoclonal Antibody,PD-L1,1,1,0,0,0,0,0
NCT06521567,A Study of Cobolimab Plus Dostarlimab in Pediatric and Young Adult Participants With Cancer,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,83,GlaxoSmithKline,GSK,468,1,1,multi_experimental,2,cobolimab;dostarlimab,cobolimab;dostarlimab,PD-1,Monoclonal Antibody,BRAF;MET;PD-L1,1,1,0,0,0,1,0
NCT06526104,Study of Tremelimumab and Durvalumab (MEDI4736) (T300+D) in Advanced Hepatocellular Carcinomas With Child-Pugh-B Cirrhosis,PHASE2,Phase 2,RECRUITING,32,The University of Texas Health Science Center at San Antonio,The University of Texas Health Science Center at San Antonio,10,0,1,single_arm,1,durvalumab;tremelimumab,durvalumab;tremelimumab,CTLA-4,Monoclonal Antibody,,1,1,0,0,0,0,0
NCT06529718,Testing Ivonescimab Versus FOLFOX in Advanced Biliary Tract Cancer Patients,PHASE2,Phase 2,RECRUITING,72,UNICANCER,UNICANCER,64,0,0,active_comparator,2,FOLFOX,ivonescimab,PD-1,Bispecific Antibody,BRAF;MET;MSI;MSS;PD-L1;pMMR,1,1,0,0,1,1,0
NCT06530251,A Study of AK112 in Patients With Advanced Hepatocellular Carcinoma (HCC),PHASE1;PHASE2,Phase 2,RECRUITING,280,Akeso,Akeso,103,1,0,active_comparator,5,bevacizumab biosimilar;sintilimab injection,ak112;ak127;ak130;cadonilimab,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0
NCT06553885,Ph II Study of Enfortumab Vedotin in Patients With Advanced or Metastatic CRC or HCC,PHASE2,Phase 2,RECRUITING,40,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,1,multi_experimental,2,enfortumab vedotin,enfortumab vedotin,Nectin-4,ADC,MSI;MSI-H;NECTIN-4;PD-L1,1,1,0,1,0,0,1
