nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,HER2,PD-L1_CPS,CLDN18.2,MSI-H/dMMR,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT07554521,A Study to Evaluate Efficacy and Safety of Tislelizumab Plus Chemotherapy for Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Adenocarcinoma and Esophageal Squamous Cell Carcinoma in Racial and Ethnic Minority Patients in the United States,PHASE2,Phase 2,RECRUITING,30,BeOne Medicines,BeiGene/BeOne,149,1,0,multi_experimental,2,5-fluorouracil (5-fu);leucovorin;oxaliplatin;tislelizumab,5-fluorouracil (5-fu);capecitabine;leucovorin;oxaliplatin;tislelizumab,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,1,0,0,0,0,1,"HER2+, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT07578571,A Phase 1 Study of IM-1617 in Participants With Advanced Cancer,PHASE1,Phase 1,RECRUITING,175,"Immunome, Inc.",Immunome,4,1,0,multi_experimental,2,im-1617,im-1617,,ADC,HER2;PD-L1;biomarker,1,1,1,1,0,0,0,1,1,"HER2+, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07583316,"A Phase 1 First-in-Human Study of CRPA1A2, a MAGE-A1/HLA-A*02:01 Bispecific T-Cell Engager, in Patients With Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,192,"Corregene Biotechnology Co., Ltd",Corregene Biotechnology,4,1,0,multi_experimental,3,crpa1a2,crpa1a2,MAGE-A1,Bispecific Antibody,HLA-A*02:01;MAGE-A1;MET,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT07595770,Adebrelimab Combined With Neoadjuvant Chemoradiotherapy for Esophageal Squamous Cell Carcinoma,PHASE2,Phase 2,RECRUITING,37,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,15,0,0,single_arm,1,carboplatin in combination with radiotherapy;• adebrelimab and nab-paclitaxel,carboplatin in combination with radiotherapy;• adebrelimab and nab-paclitaxel,TNF-alpha,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST) · ECOG 0-1
NCT07602842,A Study of IDP-001 in Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,132,"InduPro, Inc.",InduPro,1,1,0,multi_experimental,2,idp-001,idp-001,EGFR,ADC,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07621601,A Study of HS-20093 in Patients With Pretreated Advanced or Metastatic Esophageal Squamous Cell Carcinoma (ESCC),PHASE3,Phase 3,NOT_YET_RECRUITING,494,Hansoh BioMedical R&D Company,Hansoh,82,1,0,active_comparator,2,irinotecan; paclitaxel; docetaxel,hs-20093 for injection,,,,0,1,0,0,0,0,1,0,0,,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07623642,"A Phase II Study of GV20-0251 in Combination With Anti-PD-1 Monoclonal Antibodies in Patients With Unresectable, Locally Advanced, or Metastatic Solid Tumors.",PHASE2,Phase 2,NOT_YET_RECRUITING,227,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,anti-pd-1 monoclonal antibodies;gv20-0251,anti-pd-1 monoclonal antibodies;gv20-0251,IGSF8,Monoclonal Antibody,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,1,0,0,1,0,1,PD-L1+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT07700667,SKB500 Combinations in Patients With Esophageal Squamous Cell Carcinoma,PHASE2,Phase 2,RECRUITING,120,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",Kelun,50,1,0,multi_experimental,4,skb500;tislelizumab,5 - fu;cisplatin;skb500;tislelizumab,,,biomarker;biomarker analysis,0,1,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT07726212,"A First-in-human (FIH), Open-Label, Dose Escalation and Expansion Cohorts Study of MC002",PHASE1,Phase 1,NOT_YET_RECRUITING,143,Hangzhou MacroLink Biopharmaceutical LLC,Hangzhou MacroLink Biopharmaceutical,1,1,0,single_arm,1,mc002（adc）,mc002（adc）,,ADC,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07733180,A Study Investigating Alternate Schedules of Tislelizumab Plus Chemotherapy in Japanese Patients With First-line Advanced ESCC,PHASE2,Phase 2,RECRUITING,30,BeOne Medicines,BeiGene/BeOne,149,1,0,multi_experimental,2,5-fluorouracil (5-fu);leucovorin;oxaliplatin;tislelizumab,5-fluorouracil (5-fu);leucovorin;oxaliplatin;tislelizumab,PD-1,Monoclonal Antibody,PD-L1,1,1,0,1,0,0,0,0,1,PD-L1+,metastatic · measurable (RECIST)
NCT07738939,IKS04 Regimen in Advanced Solid Tumors That Express CA242,PHASE1,Phase 1,NOT_YET_RECRUITING,120,Iksuda Therapeutics Ltd.,Iksuda Therapeutics,3,1,0,multi_experimental,5,iks04 antibody drug conjugate adc + isumab04 monoclonal antibody,iks04 antibody drug conjugate adc + isumab04 monoclonal antibody,,ADC,,1,1,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT07751341,A Clinical Study of SHR-9839 as Monotherapy or in Combination With Chemotherapy Plus Adebrelimab Versus Chemotherapy Plus Adebrelimab in Patients With Advanced Esophageal Squamous Cell Carcinoma,PHASE2,Phase 2,RECRUITING,84,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,multi_experimental,2,,shr-9839(sc) for injection;shr-9839(sc) for injection、adebrelimab injection、paclitaxel for injection、cisplatin injecion,,,,0,1,0,0,0,0,0,0,0,,metastatic · squamous
NCT07752875,A Study of LG00313112 in Participants With Advanced Solid Malignancies Harboring a TP53 Y220C Mutation,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,250,LG Chem,LG Chem,2,1,0,single_arm,1,lg00313112,lg00313112,,,,0,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST)
NCT07770672,An Exploratory Clinical Study of Accurate Efficacy Assessment of Neoadjuvant Immunotherapy in Locally Advanced Esophageal Squamous Cell Carcinoma Based on 68Ga-FAPI ([68Ga] Fibroblast Activation Protein Inhibitor)/¹⁸F-FDG (2-Deoxy-2-[¹⁸F]Fluoro-D-glucose) Dual Imaging,PHASE2,Phase 2,NOT_YET_RECRUITING,92,Tan Lijie,Tan Lijie,1,0,0,active_comparator,2,adebrelimab plus,retlirafusp alfa plus,,,,0,1,0,0,0,0,0,0,0,,metastatic · squamous · ECOG 0
NCT07781852,Evaluation of the Distribution of 64Cu/68Ga Labeled CM500 in Healthy Volunteers and Patients With Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,40,Lumina Pharmaceuticals Inc,Lumina Pharmaceuticals,1,1,0,active_comparator,4,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,,Peptide,,0,1,0,0,0,0,0,0,0,,metastatic
NCT07799077,Paclitaxel Polymeric Micelles and Cisplatin Plus Sintilimab as Neoadjuvant Therapy for Resectable Locally Advanced Esophageal Squamous Cell Carcinoma,PHASE2,Phase 2,NOT_YET_RECRUITING,32,Hebei Medical University Fourth Hospital,Hebei Medical University Fourth Hospital,6,0,0,single_arm,1,paclitaxel polymer micelles for injection and cisplatin combined with sintilimab,paclitaxel polymer micelles for injection and cisplatin combined with sintilimab,PD-1,Monoclonal Antibody,,1,1,0,0,0,0,0,0,0,,resectable · squamous · measurable (RECIST) · ECOG 0-1
NCT07806500,Phase Ib Study of Oral R01 Monotherapy in Advanced Solid Tumors,PHASE1,Phase 1,NOT_YET_RECRUITING,18,"Beijing Anjianxi Bio-Medical Technology Co., Ltd.",Beijing Anjianxi Bio-Medical Technology,1,1,0,single_arm,1,r01,r01,,Cell Therapy,,1,1,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07807345,Phase 1 Study of STRO-006 in Adults With Refractory Solid Tumors That Are Recurrent or Metastatic,PHASE1,Phase 1,NOT_YET_RECRUITING,285,"Sutro Biopharma, Inc.",Sutro Biopharma,8,1,0,multi_experimental,3,stro-006,pembrolizumab;stro-006,PD-1,,HER2,0,1,1,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT07812805,SKL35501 With SKL35502 Imaging in Adults With NTSR1 Positive Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,100,"SK Life Science, Inc.",SK Life Science,2,1,0,multi_experimental,2,diagnostic test: skl35502;skl35501,diagnostic test: skl35502;skl35501,,Small Molecule,MSI;MSI-H;dMMR,0,1,0,0,0,1,0,1,1,MSI-H/dMMR,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT07814248,"A Phase 1, First-in-Human (FIH), Open-Label, Dose-Escalation and Dose Expansion Study of the Peptide Drug Conjugate (PDC), TS-104, as a Monotherapy in Subjects With Select Advanced Solid Tumors",PHASE1,Phase 1,NOT_YET_RECRUITING,74,"TwoStep Therapeutics, Inc.",TwoStep Therapeutics,1,1,0,multi_experimental,3,ts-104,ts-104,,ADC,MET,1,1,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
